City,Longitude,Latitude,20140904,Language20140904,20140905,Language20140905,20140906,Language20140906,20140907,Language20140907,20140908,Language20140908,20140909,Language20140909,20140910,Language20140910,20140911,Language20140911,20140912,Language20140912,20140913,Language20140913,20140914,Language20140914,20140915,Language20140915,20140916,Language20140916,20140917,Language20140917,20140918,Language20140918,20140919,Language20140919,20140920,Language20140920,20140921,Language20140921,20140922,Language20140922,20140923,Language20140923,20140924,Language20140924,20140925,Language20140925,20140926,Language20140926,20140927,Language20140927,20140928,Language20140928,20140929,Language20140929,20140930,Language20140930,20141001,Language20141001,20141002,Language20141002,20141003,Language20141003,20141004,Language20141004,20141005,Language20141005,20141006,Language20141006,20141007,Language20141007,20141008,Language20141008,20141009,Language20141009
Vilhena,-60.1494,-12.7506,0,en,40,en,57,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,252,en,254,en,254,en,254,en,254,en,254,en,254,en,254,en,254,en
Villa Alemana,-71.3734,-33.0476,6,en,24,en,24,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en
Villa Carcina,10.1958,45.6325,22,en,32,en,32,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,38,en,39,en,39,en,40,en,40,en,40,en,40,en,40,en
Villa Hills,-84.593,39.0634,1,en,5,en,5,en,5,en,5,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Villa Maria,-63.2436,-32.4105,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en
Villa Park,-87.989,41.8898,0,en,0,en,0,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,5,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en
Villa Rica,-84.9191,33.7321,3,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Villach,13.8506,46.6086,14,en,20,en,21,en,21,en,23,en,23,en,23,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en
Villafranca del Castillo,-3.9438,40.4687,11,en,13,en,13,en,13,en,13,en,14,en,14,en,14,en,14,en,15,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,19,en,19,en,19,en,19,en,19,en,19,en,20,en,20,en,20,en
Village Park,-158.0278,21.3928,1,en,1,en,4,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Village of Pelham,-73.8079,40.9098,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Villahermosa,-92.9476,17.9902,1,en,3,en,21,en,21,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,23,en,23,en,23,en,23,en,23,en,23,en
Villanova,0,0,1,en,5,en,5,en,5,en,5,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en
Villarrobledo,-2.6016,39.2683,0,en,15,en,15,en,15,en,16,en,17,en,17,en,17,en,17,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,23,en,23,en,23,en,23,en,23,en
Villas,-81.8687,26.5504,1,en,7,en,7,en,14,en,15,en,16,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en
Villasanta,9.3015,45.6062,32,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,34,en,34,en,34,en,34,en,35,en,35,en,35,en,35,en
Villavicencio,-73.6333,4.15,1,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en
Ville Platte,-92.2715,30.688,3,en,5,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en
Villebon-sur-Yvette,2.2367,48.6964,1,en,3,en,3,en,3,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,40,en,40,en,40,en,40,en,40,en,40,en
Villejuif,2.3593,48.7927,4,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,9,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en
Villeneuve-d'Ascq,3.1443,50.6233,1,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en
Villeneuve-le-Roi,2.4076,48.732,2,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Villeneuve-les-Avignon,4.797,43.9634,6,en,16,en,60,en,60,en,62,en,62,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,63,en,165,en,165,en,165,en,166,en,166,en,167,en,167,en,167,en,167,en
Villepreux,2.0053,48.8301,1,en,1,en,1,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en
Villeurbanne,4.8902,45.7719,4,en,5,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en
Villiers-sur-Marne,2.5468,48.8258,1,en,1,en,1,en,2,en,2,en,4,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Villingen-Schwenningen,8.4641,48.0594,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,29,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,30,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en
Vilnius,25.2797,54.6872,17,en,17,en,19,en,22,en,22,en,22,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,27,en,27,en,28,en,28,en,28,en,28,en,28,en
Vilsbiburg,12.3526,48.4509,4,en,6,en,7,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en
Vilseck,11.8062,49.61,21,en,21,en,22,en,22,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en
Vilshofen an der Donau,13.1829,48.627,2,en,3,en,59,en,59,en,59,en,60,en,60,en,60,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en,64,en
Vilvoorde,4.4258,50.9272,36,en,36,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en
Vina del Mar,-71.513,-33.0292,60,en,62,en,67,en,67,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,68,en,69,en,69,en,69,en,69,en,69,en,71,en,71,en
Vincennes,-87.5286,38.6773,4,en,4,en,4,en,7,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,17,en,18,en,18,en,19,en,19,en,19,en,19,en
Vineland,-75.026,39.4864,0,en,0,en,5,en,5,en,5,en,5,en,5,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Vineuil,1.3751,47.5812,0,en,3,en,8,en,8,en,8,en,9,en,9,en,30,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,32,en,33,en,34,en,34,en,34,en,35,en,35,en
Vineyard,-121.3469,38.4644,0,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Vineyards,-81.7289,26.2211,5,en,6,en,6,en,6,en,6,en,6,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Vinhedo,-46.9838,-23.0307,2,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,8,en,8,en,8,en,8,en
Vinings,-84.4644,33.8648,1,en,2,en,2,en,2,en,2,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en
Vinita,-95.1541,36.6387,6,en,87,en,87,en,87,en,87,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,91,en,154,en,154,en,154,en,154,en,154,en,154,en
Vinkovci,18.8057,45.2879,0,en,5,en,5,en,5,en,5,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,14,en,14,en,33,en,33,en,33,en,34,en,34,en,34,en
Vinton,-79.897,37.281,2,en,18,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,23,en,23,en,27,en,27,en,29,en,29,en,29,en,29,en
Virginia,-92.5366,47.5233,1,en,2,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en
Virginia Beach,-75.978,36.8529,0,en,4,en,4,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Viroqua,-90.8887,43.5569,0,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,18,en,18,en,18,en,18,en,18,en,18,en
Virrat,23.701,62.2629,1,en,2,en,2,en,2,en,2,en,2,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en
Virum,12.4618,55.7946,1,en,43,en,43,en,43,en,43,en,43,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,45,en,45,en,45,en,45,en,45,en,45,en,45,en,47,en,47,en,47,en,47,en,48,en,48,en
Visakhapatnam,83.2185,17.6868,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,75,en,75,en,75,en,75,en,75,en,75,en
Visalia,-119.2921,36.3302,0,en,14,en,14,en,14,en,14,en,14,en,15,en,15,en,15,en,15,en,15,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,30,en,30,en,30,en,30,en,30,en,30,en
Visby,18.2948,57.6348,4,en,5,en,5,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en
Viseu,-7.9125,40.6566,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en
Viseu District,0,0,26,en,27,en,27,en,27,en,30,en,33,en,33,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,38,en,38,en,38,en,38,en,38,en,38,en
Vista,-117.2425,33.2,1,en,670,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,673,en,675,en,675,en,675,en,675,en,676,en,676,en
Vitoria,-40.2958,-20.2976,2,en,5,en,5,en,5,en,6,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,11,en,11,en,12,en,15,en,15,en,15,en,15,en,15,en
Vitoria de Santo Antao,-35.2808,-8.1653,1,en,3,en,3,en,3,en,5,en,5,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,80,en,80,en,80,en,80,en,80,en,80,en,80,en,80,en
Vitoria-Gasteiz,-2.6818,42.8592,8,en,9,en,10,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,13,en,15,en,16,en,16,en,16,en,16,en,16,en
Vitry-sur-Seine,2.3985,48.792,3,en,4,en,5,en,5,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en
Vivian,-93.9874,32.8715,0,en,1,en,1,en,1,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,6,en,6,en,6,en,6,en
Vlaardingen,4.3494,51.9121,38,en,41,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,44,en,45,en,45,en,46,en,46,en,46,en,46,en,46,en,46,en
Vladivostok,131.9,43.1333,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,13,en,13,en,13,en,13,en,13,en
Vleuten,5.0241,52.1093,10,en,11,en,11,en,19,en,20,en,20,en,21,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en
Vlissingen,3.5709,51.4537,8,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,17,en,18,en,18,en,18,en,18,en
Vnukovo,37.2665,55.6011,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en
Vocklabruck,13.6561,48.0033,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en
Voerde,6.6833,51.6,6,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en
Volda,6.0912,62.0818,10,en,29,en,29,en,29,en,30,en,30,en,31,en,32,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,33,en,34,en,34,en,34,en,34,en,34,en,34,en
Volendam,5.0727,52.4969,0,en,116,en,129,en,129,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,130,en,136,en,136,en,136,en,136,en,136,en
Volgograd,44.5167,48.7,9,en,10,en,13,en,13,en,16,en,18,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en
Volketswil,8.6853,47.3908,0,en,1,en,1,en,1,en,3,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,14,en,14,en
Volzhsky,44.7417,48.8056,1,en,1,en,1,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Vonore,-84.2419,35.5901,0,en,0,en,3,en,3,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en
Voorburg,4.3625,52.0762,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en
Voorhees Township,-74.9615,39.8519,1,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en
Voorschoten,4.4386,52.1238,76,en,76,en,77,en,77,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,78,en,80,en,80,en,80,en,80,en,80,en,80,en
Vordingborg,11.9094,55.0089,3,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,9,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,15,en,15,en,15,en,15,en,15,en,15,en
Voreppe,5.6375,45.2982,0,en,2,en,21,en,22,en,22,en,25,en,25,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en
Votuporanga,-49.9703,-20.4172,6,en,6,en,7,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Vriezenveen,6.6146,52.4085,14,en,14,en,18,en,22,en,22,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,24,en,24,en,24,en,24,en,24,en,28,en,31,en,31,en,31,en,31,en,31,en,31,en
Vrilissia,23.8377,38.0377,20,en,20,en,21,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,26,en,29,en,29,en,29,en,29,en,30,en,30,en,30,en,30,en,30,en
Vrsac,21.3,45.1167,0,en,2,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,7,en,7,en,7,en,7,en,7,en
Vsetin,17.9939,49.3389,285,en,285,en,285,en,286,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,287,en,290,en,290,en,290,en,290,en,290,en
Vught,5.2943,51.6533,42,en,44,en,46,en,46,en,46,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,50,en,50,en,50,en,50,en,50,en,50,en
Vung Tau,107.1362,10.4114,3,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en
